IDnum;Date;StartTime;Duration;Destination;Attack_name;insider?;manual?;console?;success?;aDump?;oDump;iDump;BSM?;SysLogs;FSListing;Stealthy;New?;Category;OS
43.100000;3/31/1999;10:26:21;0:00:56;172.016.112.100;ppmacro;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Clr;New;llDATA-llR2L-; llNT
43.100000;3/31/1999;10:27:21;0:00:16;172.016.112.100;ppmacro;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Clr;New;llDATA-llR2L-; llNT
43.101313;3/31/1999;10:13:18;0:28:02;172.016.113.050;processtable;in;auto;rem;succ;aDmp;not;iDmp;not;SysLg;not;Clr;Old;llDOS;
43.103931;3/31/1999;10:38:00;0:03:00;172.016.112.050;fdformat;;man;cons;succ;not;not;not;BSM;not;not;Stlth;Old;llU2R;
43.110000;3/31/1999;11:11:08;0:00:32;172.016.112.100;netcat_breakin;out;man;rem;succ;aDmp;not;iDmp;not;SysLg;not;Clr;New;llR2L;L ・ｽ・ｽtllNTUX
43.111111;3/31/1999;11:25:39;0:00:47;172.016.112.050;warez;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;FSLst;Clr;Old;llDOS;}llSOLARISU
43.111111;3/31/1999;11:26:14;0:00:01;202.027.121.118;warez;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;FSLst;Clr;Old;llDOS;
43.113032;3/31/1999;11:30:13;0:00:15;172.016.113.050;arppoision;in;auto;rem;succ;aDmp;not;iDmp;not;not;FSLst;Clr;New;llDOS;
43.113032;3/31/1999;11:30:30;0:11:04;172.016.113.050;arppoision;in;auto;rem;succ;aDmp;not;iDmp;not;not;FSLst;Clr;New;llDOS;
43.114500;3/31/1999;12:12:38;0:01:29;172.016.114.050;ncftp;out;auto;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Stlth;New;llR2L;
43.114500;3/31/1999;12:13:00;0:00:47;152.169.215.104;ncftp;out;auto;rem;succ;aDmp;oDmp;iDmp;not;SysLg;FSLst;Stlth;New;llR2L;
43.122854;3/31/1999;12:28:15;0:08:12;172.016.112.050;secret;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;not;FSLst;Clr;New;llDATA;
43.122854;3/31/1999;12:31:09;0:00:11;196.037.075.158;secret;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;not;FSLst;Clr;New;llDATA;
43.125900;3/31/1999;13:00:32;0:00:01;172.016.112.020;named;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;not;Clr;Old;llR2L;
43.125900;3/31/1999;13:00:32;0:05:10;194.007.248.153;named;out;man;rem;succ;aDmp;oDmp;iDmp;not;SysLg;not;Clr;Old;llR2L;
43.134223;3/31/1999;13:42:16;0:01:56;172.016.113.050;guessftp;out;auto;rem;succ;aDmp;oDmp;iDmp;not;SysLg;not;Clr;Old;llR2L;ollSUNOS
43.144547;3/31/1999;18:29:25;0:00:01;172.016.112.100;smurf;in;auto;rem;succ;aDmp;not;iDmp;not;not;not;Clr;Old;llDOS;pllNT
43.155357;3/31/1999;15:53:15;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;CllSOLARISU
43155357;3/31/1999;15:53:21;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;
43.155358;3/31/1999;15:53:27;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;
43155358;3/31/1999;15:53:33;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;
43.155359;3/31/1999;15:53:39;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;
43155359;3/31/1999;15:53:45;0:00:05;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;・ｽ・ｽllSOLARISIS
43.155360;3/31/1999;15:53:51;0:02:07;172.016.112.050;guest;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;{llSOLARIS
43.164334;3/31/1999;16:43:15;0:00:01;172.016.112.100;portsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;yllNT
43.164334;3/31/1999;16:45:11;0:00:01;172.016.112.100;portsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;lllNT
43.164334;3/31/1999;16:47:08;0:00:01;172.016.112.100;portsweep;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Stlth;Old;llPROBE;lllNT
43.165422;3/31/1999;16:54:17;0:03:01;172.016.112.050;mailbomb;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llDOS;
43.175811;3/31/1999;17:58:17;0:01:19;172.016.112.050;guesstelnet;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L ;
43.175811;3/31/1999;17:59:37;0:02:28;172.016.112.050;guesstelnet;out;auto;rem;succ;aDmp;oDmp;iDmp;BSM;SysLg;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:12:16;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:12:21;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:12:26;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:12:31;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:12:36;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:12:41;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:12:46;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:12:51;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:12:56;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:01;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:06;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:12;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:17;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:22;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:27;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:32;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:37;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:42;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:47;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:52;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:13:57;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:02;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:07;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:12;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:17;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:23;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:28;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:33;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:38;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:43;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:48;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:53;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:14:58;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:03;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:08;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:13;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:18;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:23;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:29;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:34;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:39;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:44;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:49;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:54;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:15:59;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:16:04;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:16:09;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:16:14;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:16:19;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:16:24;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:16:30;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:16:35;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:16:40;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:16:45;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:16:50;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:16:55;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:00;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:05;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:10;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:15;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:20;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:25;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:30;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:36;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:41;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:46;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:51;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:17:56;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:01;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:06;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:11;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:16;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:21;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:26;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:31;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:36;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:42;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:47;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:52;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:18:57;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:02;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:07;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:12;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:17;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:22;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:27;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:32;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:37;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:43;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:48;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:53;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:19:58;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:03;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:08;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:13;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:18;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:23;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:28;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:33;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:38;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:43;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:49;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:54;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:20:59;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:21:04;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:21:09;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:21:14;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:21:19;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:21:24;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:21:29;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:21:34;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:21:39;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:21:44;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:21:49;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:21:55;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:00;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:05;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:10;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:15;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:20;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:25;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:30;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:35;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:40;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:45;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:50;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:22:55;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:23:01;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:23:06;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:23:11;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:23:16;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:23:21;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:23:26;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:23:31;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:23:36;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:23:41;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
43.191217;3/31/1999;19:23:46;0:00:01;172.016.000.001;snmpget;out;auto;rem;succ;aDmp;oDmp;iDmp;not;not;not;Clr;Old;llR2L;
